name,line
Kanye,"Please, no more parties in L.A.
"
Kanye,"Let me tell you, I'm out here from a very far away place
"
Kanye,"Swish
"
Kanye,"Dirt and grime and filth inside
"
Kanye,"The story of my lifetime
"
Kanye,"Of cheating, stealing, never feeling
"
Kanye,"Pain of a brother, your dirty mother
"
Kanye,"Ha, ha, ha, look how far we are
"
Kanye,"G-G-G-Good work, Charlie
"
Kanye,"Yeezy, Yeezy, Yeezy just jumped over Jumpman
"
Kanye,"Yeezy, Yeezy, Yeezy, I feel so accomplished
"
Kanye,"I done talked a lot of shit but I just did the numbers
"
Kanye,"Herzog and Adidas, man, you know they love it
"
Kanye,"If Nike ain't have Drizzy, man, they would have nothin', woo!
"
Kanye,"If Nike ain't have Don C, man, they would have nothin', ooh!
"
Kanye,"But I'm all for the family, tell 'em, ""Get your money""
"
Kanye,"Yeezy, Yeezy, Yeezy, they line up for days
"
Kanye,"Nike out here bad, they can't give shit away
"
Kanye,"I stuck to my roots, I'm like Jimmy Fallon
"
Kanye,"Every time I talk, they say I'm too aggressive
"
Kanye,"I was out here spazzin', now y'all get the message?!
"
Kanye,"On the field I'm over-reckless, on my Odell Beckham
"
Kanye,"2020, I'ma run the whole election, yah!
"
Kanye,"I've been trending years, y'all a couple days
"
Kanye,"Yeezy in the house and we just got appraised
"
Kanye,"Nike, Nike treat employees just like slaves
"
Kanye,"I done wore designers I won't wear again
"
Kanye,"Yeezy, Yeezy, Yeezy just jumped over Jumpman, ah!
"
Kanye,"Yeezy, Yeezy, Yeezy, this is pure luxury
"
Kanye,"I give 'em Grey Poupon on a DJ Mustard, ah!
"
Kanye,"If you ain't poppin' shit then why you rap for, huh?
"
Kanye,"Plus Kimoji just shut down the app store, ah!
"
Kanye,"And we made a million a minute, we made a million a minute
"
Kanye,"Yeah, we made a million a minute, we made a million a minute, ah!
"
Kanye,"Do anybody feel bad for Bill Cosby?
"
Kanye,"Now we hottest in the streets, it ain't no discussion
"
Kanye,"Keep the work at my baby mama's mama's house
"
Kanye,"I'm a jerk, you need to work, you need to call my spouse
"
Kanye,"Yeezy, Yeezy, take a picture with me on Rodeo
"
Kanye,"Yeezy, Yeezy, Yeezy, I might do my own hotel
"
Kanye,"Couches, couches, couches, couches, which one should I pick?
"
Kanye,"Every time I see the news, man it bring me home
"
Kanye,"Call up DJ Mano, shout out Twilite Tone
"
Kanye,"We just blessed to be alive, yeah, ain't that the truth?
"
Kanye,"So let's celebrate the life of Timbuck2
"
Kanye,"Timbuck2, Timbuck2
"
Kanye,"Ha, ha, ha, look how far we are, are, are, are, are, are, are
"
Kanye,"Your love is fadin'
"
Kanye,"I feel it's fadin'
"
Kanye,"I just fade away
"
Kanye,"I feel it
"
Kanye,"Fade away
"
Kanye,"Fade away-ay-ay-ay
"
Kanye,"I think I think too much
"
Kanye,"Roll up, roll up; hold up, hold up; po' up, po' up
"
Kanye,"I love to... I wanna... I'm tryna...
"
Kanye,"I'ma rock the boat, work the middle 'til it hurt a little
"
Kanye,"Bitch better act like you know better
"
Kanye,"Woah
"
Kanye,"Oh, deep inside
"
Kanye,"Deep, deep, down inside
"
Kanye,"Yes, deep inside
"
Kanye,"I get lifted, yes
"
Kanye,"I can feel it
"
Kanye,"Oh, I get lifted, yes
"
Kanye,"I get
"
Kanye,"I feel it fadin'
"
Kanye,"Yeah, 9:08 L.A. time
"
Kanye,"Back in the lab and shit
"
Kanye,"My wife said, ""I can't say no to nobody""
"
Kanye,"And at this rate we gon' both die broke
"
Kanye,"Got friends that ask me for money knowin' I'm in debt
"
Kanye,"And like my wife said, I still didn't say no
"
Kanye,"People tryna say I'm goin' crazy on Twitter
"
Kanye,"My friends' best advice was to stay low
"
Kanye,"I guess it's hard to decipher all of the bills
"
Kanye,"Especially when you got family members on payroll
"
Kanye,"The media said it was outlandish spendin'
"
Kanye,"The media said he's way out of control
"
Kanye,"I just feel like I'm the only one not pretendin'
"
Kanye,"I'm not out of control, I'm just not in they control
"
Kanye,"I know I'm the most influential
"
Kanye,"That TIME cover was just confirmation
"
Kanye,"This generation's closest thing to Einstein
"
Kanye,"So don't worry about me, I'm fine
"
Kanye,"I can see a thousand years from now in real life
"
Kanye,"Skate on the paradigm and shift it when I feel like
"
Kanye,"Troll conventional thought, don't need to question
"
Kanye,"I know it's antiquated so sometimes I get aggressive
"
Kanye,"Thank God for Jay Electra, he down with the mission
"
Kanye,"Did it with no permission, on our own conditions
"
Kanye,"Most blacks with money have been beaten to submission
"
Kanye,"Yeezy with the big house, did it way different
"
Kanye,"Never listen to Hollywood producers
"
Kanye,"Don't stare at money too long, it's Medusa
"
Kanye,"The ultimate Gemini has survived
"
Kanye,"I wasn't supposed to make it past 25
"
Kanye,"Yeah, you're lookin' at the church in the night sky
"
Kanye,"Wonderin' whether God's gonna say hi
"
Kanye,"Oh, you're lookin' at the church in the night sky
"
Kanye,"And you wonder where is God in your nightlife
"
Kanye,"Yeah, I feel like I'm home, yeah, yeah
"
Kanye,"I've been wakin' the spirits of millions more to come
"
Kanye,"A million illegally downloaded my truth over the drums
"
Kanye,"I believe in the children, listen to the kids, bro
"
Kanye,"If the phone ringin', go and get your kids, ho
"
Kanye,"Brother Don Muhammad told the minister about the presentation
"
Kanye,"He sat back and smiled
"
Kanye,"Black on black lies is worse than black on black crime
"
Kanye,"The Jews share their truth on how to make a dime
"
Kanye,"Most black men couldn't balance a checkbook
"
Kanye,"But buy a new car, talkin' 'bout, ""How my neck look?""
"
Kanye,"Well, it all looks great
"
Kanye,"Four hundred years later, we buyin' our own chains
"
Kanye,"The light is before us brothers, so the devil workin' hard
"
Kanye,"Real family stick together and see through the mirage
"
Kanye,"The smokescreens, perceptions of false reality
"
Kanye,"Who the real owner if your boss gets your salary?
"
Kanye,"I am one with the people
"
Kanye,"I've been woken from enlightened man's dream
"
Kanye,"Checkin' Instagram comments to crowdsource my self-esteem
"
Kanye,"Let me not say too much or do too much
"
Kanye,"'Cause if I'm up way too much, I'm out of touch
"
Kanye,"I'm prayin' a out-of-body experience will happen
"
Kanye,"So the people can see my light, now it's not just rappin'
"
Kanye,"God, I have humbled myself before the court
"
Kanye,"Drop my ego and confidence was my last resort
"
Kanye,"I know, I know He got a plan, I know I'm on Your beams
"
Kanye,"One set of footsteps, You was carryin' me
"
Kanye,"When I turned on the news and they was buryin' me
"
Kanye,"When I was negotiatin' with Apple, it was Larry and me
"
Kanye,"Told Tim Cook to call me, I was scary to see
"
Kanye,"I would've took a hundred million and gave twenty to Hov
"
Kanye,"I heard it's the way they did it when we only had a stove
"
Kanye,"But it's better that I stayed at home with my folks
"
Kanye,"'Cause if Jay a billionaire then I'ma never go broke
"
Kanye,"Only thing I ask is next time I'm on stage we all go
"
Kanye,"We all go
"
Kanye,"She got the same shoes as my wife but she copped 'em at Aldo
"
Kanye,"Modern-day MJ, with a off-the-wall flow
"
Kanye,"Nightlife, walk all over me
"
Kanye,"Walk all over me
"
Kanye,"I'm deliverin' everything I've ever sent that you'll bring
"
Kanye,"Fly, fly, fly overseas
"
Kanye,"Fly overseas
"
Kanye,"Oh, anywhere, everything but in between
"
Kanye,"Oh, yeah
"
Kanye,"Please face me when I speak
"
Kanye,"Please say to me somethin' before you leave
"
Kanye,"You've been treatin' me like I'm invisible, now I'm visible to you
"
Kanye,"Oh, the invisible truths they sold
"
Kanye,"I can't quite understand the games you play
"
Kanye,"Understand, understand, understand I'm standin' under oath
"
Kanye,"And I promised I, I wouldn't fall anymore
"
Kanye,"But I'm cryin' at the bar
"
Kanye,"I'm wishin' that you saw my scars, man
"
Kanye,"I'm wishin' that you came down here and stood by me
"
Kanye,"And looked at me like you knew me
"
Kanye,"But I feel so alone
"
Kanye,"Like I don't know anyone except the night sky above
"
Kanye,"Yeezy season approachin'
"
Kanye,"Fuck whatever y'all been hearin'
"
Kanye,"Fuck what, fuck whatever y'all been wearin'
"
Kanye,"A monster about to come alive again
"
Kanye,"Soon as I pull up and park the Benz
"
Kanye,"We get this bitch shaking like Parkinsons
"
Kanye,"Take my number and lock it in
"
Kanye,"Indian hair, no moccasins
"
Kanye,"It's too many hoes in this house of sin
"
Kanye,"Black Timbs all on your couch again
"
Kanye,"Black dick all in your spouse again
"
Kanye,"And I know she like chocolate men
"
Kanye,"On sight, on sight
"
Kanye,"How much do I not give a fuck?
"
Kanye,"Let me show you right now 'fore you give it up
"
Kanye,"Oh, he'll give us what we need
"
Kanye,"It may not be what we want
"
Kanye,"Baby girl tryna get a nut
"
Kanye,"And her girl tryna give it up
"
Kanye,"Chopped 'em both down
"
Kanye,"Don't judge 'em, Joe Brown
"
Kanye,"One last announcement
"
Kanye,"No sports bra, let's keep it bouncin'
"
Kanye,"Everybody wanna live at the top of the mountain
"
Kanye,"Took her to the 'Bleau, she tried to sip the fountain
"
Kanye,"That when David Grutman kicked her out
"
Kanye,"But I got her back in and put my dick in her mouth
"
Kanye,"Uh-huh
"
Kanye,"Right now
"
Kanye,"I need right now
"
Kanye,"I need, I need right now
"
Kanye,"My by-any-means on
"
Kanye,"But watch who you bring home
"
Kanye,"They see a black man with a white woman
"
Kanye,"At the top floor they gone come to kill King Kong
"
Kanye,"Number one question they're askin'
"
Kanye,"Here come some conservative Baptists
"
Kanye,"Claiming I'm overreactin'
"
Kanye,"Like them black kids in Chiraq, bitch
"
Kanye,"Four in the mornin', and I'm zonin'
"
Kanye,"They say I'm possessed, it's an omen
"
Kanye,"I keep it 300, like the Romans
"
Kanye,"300 bitches, where the Trojans?
"
Kanye,"Baby, we livin' in the moment
"
Kanye,"I've been a menace for the longest
"
Kanye,"But I ain't finished, I'm devoted
"
Kanye,"And you know it, and you know it
"
Kanye,"If I knew what I knew in the past
"
Kanye,"I would've been blacked out on your ass
"
Kanye,"This is that goon shit
"
Kanye,"Fuck up your whole afternoon shit
"
Kanye,"I'm aware I'm a wolf
"
Kanye,"Soon as the moon hit
"
Kanye,"I'm aware I'm a king
"
Kanye,"Come on, homie, what happened?
"
Kanye,"Ready—ready for action—action
"
Kanye,"I think I'm possessed, it's an omen
"
Kanye,"I keep it 300 like the Romans
"
Kanye,"God! God! God! God!
"
Kanye,"God! God! God!
"
Kanye,"""Blazin, mi don't want dem
"
Kanye,"Mi need dem
"
Kanye,"Blazin""
"
Kanye,"""Suh mi tek har outta bugah red and put her in a tall skirt
"
Kanye,"And now she find out what life is really worth
"
Kanye,"No to X rated""
"
Kanye,"""Yo mi tek har outta bugah red and put her in a tall skirt
"
Kanye,"I am a god
"
Kanye,"Hurry up with my damn massage
"
Kanye,"Hurry up with my damn ménage
"
Kanye,"Get the Porsche out the damn garage
"
Kanye,"Even though I'm a man of God
"
Kanye,"My whole life in the hand of God
"
Kanye,"So y'all better quit playin' with God
"
Kanye,"Soon as they like you make 'em unlike you
"
Kanye,"Cause kissin' people ass is so unlike you
"
Kanye,"The only rapper compared to Michael
"
Kanye,"Since the tight jeans they ain't never liked you
"
Kanye,"Pink-ass polos with a fuckin' backpack
"
Kanye,"But everybody know you brought real rap back
"
Kanye,"Nobody had swag, man, we the Rat Pack
"
Kanye,"Virgil, Pyrex, Don C snapback
"
Kanye,"Ibn diamond, Chi-town shinin'
"
Kanye,"Monop' in this bitch again, changed the climate
"
Kanye,"Hop in this bitch to give Saint the garment
"
Kanye,"Until the day I get struck by lightning
"
Kanye,"So hurry up with my damn massage
"
Kanye,"In a French-ass restaurant
"
Kanye,"Hurry up with my damn croissants
"
Kanye,"AHH!
"
Kanye,"I just talked to Jesus
"
Kanye,"He said, ""What up, Yeezus?""
"
Kanye,"I said, ""Shit—I'm chillin'
"
Kanye,"Tryna stack these millions""
"
Kanye,"I know he the most high
"
Kanye,"But I am a close high
"
Kanye,"Mi casa, su casa
"
Kanye,"That's our cosa nostra
"
Kanye,"Ain't no way I'm givin' up. I'm a god
"
Kanye,"Chill, chill, chill, chill, chill, chill
"
Kanye,"My mama was raised in the era when
"
Kanye,"Clean water was only served to the fairer skin
"
Kanye,"Doin' clothes, you woulda thought I had help
"
Kanye,"But they wasn't satisfied unless I picked the cotton myself
"
Kanye,"That's that ""Don't touch anything in the store""
"
Kanye,"That's that ""Come in, please buy more""
"
Kanye,"""What you want, a Bentley? Fur coat? A diamond chain?
"
Kanye,"All you blacks want all the same things""
"
Kanye,"Spendin' everything on Alexander Wang
"
Kanye,"New slaves
"
Kanye,"You see it's leaders and it's followers
"
Kanye,"But I'd rather be a dick than a swallower
"
Kanye,"I throw these Maybach keys, I wear my heart on the sleeve
"
Kanye,"I know that we the new slaves, I see the blood on the leaves
"
Kanye,"I see the blood on the leaves, I see the blood on the leaves
"
Kanye,"They throwin' hate at me, want me to stay at ease
"
Kanye,"I know that we the new slaves, I know that we the new slaves
"
Kanye,"I'm 'bout to wild the fuck out, I'm goin' Bobby Boucher
"
Kanye,"Throw on some Maybach keys, fuck it, c'est la vie
"
Kanye,"I'll move my family out the country so you can't see where I stay
"
Kanye,"So go and grab the reporters, so I can smash their recorders
"
Kanye,"See, they'll confuse us with some bullshit like the New World Order
"
Kanye,"Meanwhile the DEA teamed up with the CCA
"
Kanye,"See, that's that privately owned prison, get your piece today
"
Kanye,"They prolly all in the Hamptons, braggin' 'bout what they made
"
Kanye,"Fuck you and your Hampton house, I'll fuck your Hampton spouse
"
Kanye,"Came on her Hampton blouse and in her Hampton mouth
"
Kanye,"Y'all 'bout to turn shit up, I'm 'bout to tear shit down
"
Kanye,"I'm 'bout to air shit out, now what the fuck they gon' say now?
"
Kanye,"I won't end this high, not this time again
"
Kanye,"So long, so long, so long, you cannot survive
"
Kanye,"And I'm not dyin', and I can't lose
"
Kanye,"I can't lose, no, I can't lose
"
Kanye,"'Cause I can't leave it to you
"
Kanye,"So let's get too high, get too high again
"
Kanye,"Too high again, too high, ooh hoo-hoo-hoo, woo
"
Kanye,"Yeah, h-h-h-high, h-high-high, high-high high-igh-high-high
"
Kanye,"H-high-igh, yeah, high, high-igh
"
Kanye,"Elaludt mély zöld tó ölén
"
Kanye,"Az embereknek fájt a sötét
"
Kanye,"Ő megsajnált, eljött közénk
"
Kanye,"I can hold my liquor
"
Kanye,"But this man can’t handle his weed
"
Kanye,"Dark and lonely now
"
Kanye,"On Chicago, south of town
"
Kanye,"I'm on to Indiana
"
Kanye,"I heard it in the radio now
"
Kanye,"I can't handle no liquor
"
Kanye,"But these bitches can't handle me
"
Kanye,"But you really just know the old me
"
Kanye,"Bitch, I'm back out my coma
"
Kanye,"Wakin' up on your sofa
"
Kanye,"When I park my Range Rover
"
Kanye,"Slightly scratch your Corolla
"
Kanye,"Okay, I smashed your Corolla
"
Kanye,"I'm hangin' on a hangover
"
Kanye,"Five years we been over
"
Kanye,"Ask me why I came over
"
Kanye,"One more hit and I can own ya
"
Kanye,"One more fuck and I can own ya
"
Kanye,"One cold night in October
"
Kanye,"Pussy had me floatin'
"
Kanye,"Feel like Deepak Chopra
"
Kanye,"Pussy had me dead
"
Kanye,"Might call 2Pac over
"
Kanye,"Yeezy's all on your sofa
"
Kanye,"These the Red Octobers
"
Kanye,"Still ain't learn me no manners
"
Kanye,"You love me when I ain't sober
"
Kanye,"You love me when I'm hungover
"
Kanye,"Even when I blow doja
"
Kanye,"Then her auntie came over
"
Kanye,"Skinny bitch with no shoulders
"
Kanye,"Tellin' you that I'm bogus
"
Kanye,"Bitch, you don't even know us
"
Kanye,"""Baby girl, he's a loner""
"
Kanye,"Late-night organ donor
"
Kanye,"After that, he disown ya
"
Kanye,"After that he's just hopeless
"
Kanye,"Soul mates become soulless
"
Kanye,"""When it's over it's over""
"
Kanye,"And bitch, I'm back out my coma
"
Kanye,"Callin' up your uncle's place
"
Kanye,"Shit's all over the place
"
Kanye,"I don't hear your phone
"
Kanye,"Ohhh, I wanna phone home
"
Kanye,"Damn, your lips very soft
"
Kanye,"As I turn my Blackberry off
"
Kanye,"And I turn your bathwater on
"
Kanye,"And you turn off your iPhone
"
Kanye,"Careless whispers, eye fuckin', bitin' ass
"
Kanye,"Neck, ears, hair, legs, eating ass
"
Kanye,"Your pussy's too good, I need to crash
"
Kanye,"Your titties, let 'em out, free at last
"
Kanye,"Thank God almighty, they free at last
"
Kanye,"We was up at the party but we was leavin' fast
"
Kanye,"Had to stop at 7-Eleven like I needed gas
"
Kanye,"I'm lyin', I needed condoms, don't look through the glass
"
Kanye,"Chasin' love, all the bittersweet hours lost
"
Kanye,"Eatin' Asian pussy, all I need was sweet and sour sauce
"
Kanye,"Tell your boss you need an extra hour off
"
Kanye,"Get you super wet after we turn the shower off
"
Kanye,"That's all dem can do
"
Kanye,"We deal with action ting
"
Kanye,"Just a badman ting a-dat man do
"
Kanye,"Action ting, yo, a badman ting
"
Kanye,"I'm a badman if you know say
"
Kanye,"Disrespect we no tek, no way José
"
Kanye,"Try that 'pon February the 30th
"
Kanye,"That's right, couldn't try that no day
"
Kanye,"When we roll 'round 'pon your block
"
Kanye,"Nuh badda feel seh we won't spray, like a aerosol can
"
Kanye,"Nuh badda feel seh we won't spray, like an aerosol can
"
Kanye,"We a gon' smile 'pon court day
"
Kanye,"Becuh we beat murder charge like O.J
"
Kanye,"That’s right, I’m in it
"
Kanye,"I’m in it
"
Kanye,"That’s right
"
Kanye,"Damn right
"
Kanye,"Uh, picked up where we left off
"
Kanye,"Uh, I need you home when I get off
"
Kanye,"Uh, you know I need that wet mouth
"
Kanye,"Uh, I know you need that reptile
"
Kanye,"Uh, she cut from a different textile
"
Kanye,"Uh, she love different kinds of sex now
"
Kanye,"Uh, black girl sippin' white wine
"
Kanye,"Put my fist in her like a civil rights sign
"
Kanye,"And grabbed it with a slight grind
"
Kanye,"And held it 'til the right time
"
Kanye,"Then she came like AAAAAHHH!
"
Kanye,"That's why I'm in it and I can't get out
"
Kanye,"That's right I'm in it
"
Kanye,"I'll be gone long, grab that ass, shed your clothes
"
Kanye,"Say you long for me, for you
"
Kanye,"Lay it off with all your rules
"
Kanye,"Star fucker
"
Kanye,"Who, where?
"
Kanye,"Time to take it too far now
"
Kanye,"Uh, Michael Douglas out the car now
"
Kanye,"Uh, got the kids-and-the-wife life
"
Kanye,"Uh, but can't wake up from the nightlife
"
Kanye,"Uh, I'm so scared of my demons
"
Kanye,"Uh, I go to sleep with a nightlight
"
Kanye,"Uh, my mind move like a Tron bike
"
Kanye,"Uh, pop a wheelie on the Zeitgeist
"
Kanye,"Uh, I'm finna start a new movement
"
Kanye,"Uh, being led by the drums
"
Kanye,"Uh, I'm a rap-lic priest
"
Kanye,"Uh, gettin' head by the nuns
"
Kanye,"Uh, they don't play what I'm playin'
"
Kanye,"Uh, they don't see what I'm sayin'
"
Kanye,"Uh, they be ballin' in the D-League
"
Kanye,"Uh, I be speakin' Swaghili
"
Kanye,"Strange fruit hangin' from the poplar trees
"
Kanye,"Blood on the leaves
"
Kanye,"I just need to clear my mind now
"
Kanye,"It's been racin' since the summertime
"
Kanye,"Now I'm holdin' down the summer now
"
Kanye,"And all I want is what I can't buy now
"
Kanye,"'Cause I ain't got the money on me right now
"
Kanye,"And I told you to wait
"
Kanye,"Yeah, I told you to wait
"
Kanye,"So I'ma need a little more time now
"
Kanye,"And I thought you could wait
"
Kanye,"Yeah, I thought you could wait
"
Kanye,"These bitches surroundin' me
"
Kanye,"All want something out me
"
Kanye,"Then they talk about me
"
Kanye,"Would be lost without me
"
Kanye,"We could've been somebody
"
Kanye,"Thought you'd be different 'bout it
"
Kanye,"Now I know you not it
"
Kanye,"So let's get on with it
"
Kanye,"'stead you had to tell somebody
"
Kanye,"Let's take it back to the first party
"
Kanye,"When you tried your first molly
"
Kanye,"And came out of your body
"
Kanye,"Running naked down the lobby
"
Kanye,"And you was screamin' that you love me
"
Kanye,"Before the limelight tore ya
"
Kanye,"Before the limelight stole ya
"
Kanye,"Remember we were so young
"
Kanye,"When I would hold you
"
Kanye,"Before the blood on the leaves
"
Kanye,"I know there ain't wrong with me
"
Kanye,"Something strange is happenin'
"
Kanye,"You could've been somebody
"
Kanye,"We could've, ugh, we could've been somebody
"
Kanye,"Or was it on the first party
"
Kanye,"When we tried our first molly
"
Kanye,"And came out of our body
"
Kanye,"Before they call lawyers
"
Kanye,"Before you tried to destroy us
"
Kanye,"How you gon' lie to the lawyer?
"
Kanye,"It's like I don't even know ya
"
Kanye,"I gotta bring it back to the 'nolia
"
Kanye,"To all my second-string bitches, tryin' get a baby
"
Kanye,"Tryin' get a baby, now you talkin' crazy
"
Kanye,"I don't give a damn if you used to talk to JAY-Z
"
Kanye,"He ain't with you, he with Beyoncé, you need to stop actin' lazy
"
Kanye,"She Instagram herself like #BadBitchAlert
"
Kanye,"He Instagram his watch like #MadRichAlert
"
Kanye,"He only wanna see that ass in reverse
"
Kanye,"Two-thousand-dollar bag with no cash in your purse
"
Kanye,"Now you sittin' courtside, wifey on the other side
"
Kanye,"Gotta keep 'em separated, I call that apartheid
"
Kanye,"Then she said she pregnant-ated, that's the night your heart died
"
Kanye,"Then you gotta go and tell your girl and report that
"
Kanye,"Main reason 'cause your pastor said you can't abort that
"
Kanye,"Now your driver say that new Benz, you can't afford that
"
Kanye,"All that cocaine on the table, you can't snort that
"
Kanye,"That go into that, all that money that the court got
"
Kanye,"All in on that alimony, uh
"
Kanye,"Yeah-yeah, she got you, homie, yeah
"
Kanye,"'Til death, but do your part, uh
"
Kanye,"Unholy matrimony
"
Kanye,"That summer night holdin' long and long, 'din long
"
Kanye,"And breathe and breathe
"
Kanye,"And live and learn
"
Kanye,"And livin' and livin' like I’m lonely
"
Kanye,"Lonely, lonely
"
Kanye,"And livin' all I have
"
Kanye,"And livin' all
"
Kanye,"And live
"
Kanye,"I need to call it off
"
Kanye,"I need to, I need to make it known
"
Kanye,"'nother one, something gone
"
Kanye,"Capricorn
"
Kanye,"Dancing out on the lawn
"
Kanye,"Fancy like the things she likes
"
Kanye,"She lives her life
"
Kanye,"I'm living mine
"
Kanye,"All dem a gwaan dem a dem a dem a gwaan
"
Kanye,"Dem a gwaan gwaan gwaan, sof-sof-softer sof-softer
"
Kanye,"Dem a gwaan gwaan gwaan, softer than clay
"
Kanye,"Maybe it's 'cause she into Leos and I was into trios
"
Kanye,"Plus all the trips to Rio couldn't have helped
"
Kanye,"It's gettin' cold, better bring your ski clothes
"
Kanye,"Peekin' through the keyhole, the door locked by myself
"
Kanye,"And I'm feelin' it right now
"
Kanye,"'Cause it's the time when my heart got shot down
"
Kanye,"Blocka, blocka, blocka-blocka, blocka
"
Kanye,"Pour a little champagne, cranberry vodka
"
Kanye,"Feelin' lied to like parents never said you adopted
"
Kanye,"Your feelings like Zulu, then nothing is a Shaka
"
Kanye,"I hit her with Jamaican dick, I'm the new Shabba
"
Kanye,"She lookin' for her daddy, call me Big Poppa
"
Kanye,"On to the next saga
"
Kanye,"Focus on the future and let the crew knock her
"
Kanye,"Star Wars fur, yeah, I'm rockin' Chewbacca
"
Kanye,"The one Chief Rocka, number-one Chief Rocka
"
Kanye,"None ah dem have the guts to rise it and spray
"
Kanye,"None ah dem have the guts to bust the SK
"
Kanye,"Ohh, ohh, ohh
"
Kanye,"If you love me so much then why'd you let me go?
"
Kanye,"Let me go, let me go, let me go, let me go, hmm
"
Kanye,"Let me go, let me go, hmm
"
Kanye,"Relivin' the past?
"
Kanye,"Your loss!
"
Kanye,"Rockstar, bitch, call me Elvis
"
Kanye,"M.O.B, she call me selfish
"
Kanye,"Success got 'em jealous
"
Kanye,"Shorty's killin', while I'm drillin'
"
Kanye,"Tattoos, how they break the news
"
Kanye,"It was real if you made the news
"
Kanye,"Last night, my bitches came in twos
"
Kanye,"And they both sucked like they came to lose
"
Kanye,"Dropped out the first day of school
"
Kanye,"I be goin' hard, I got a name to prove
"
Kanye,"Killin' 'em, honey how I make the pain improve
"
Kanye,"We can send this bitch up, it can go down
"
Kanye,"This the cray-ist shit in the club
"
Kanye,"Since ""In Da Club""
"
Kanye,"It's so packed I might ride around
"
Kanye,"On my bodyguard's back like Prince in the club
"
Kanye,"She say ""Can you get my friends in the club?""
"
Kanye,"I say ""Can you get my Benz in the club?""
"
Kanye,"If not, treat your friends like my Benz
"
Kanye,"Park they ass outside 'til the evenin' end
"
Kanye,"When I go raw, I like to leave it in
"
Kanye,"When I wake up, I like to go again
"
Kanye,"When I go to work, she gotta call it in
"
Kanye,"She can't go to work, same clothes again
"
Kanye,"And her heart colder than the souls of men
"
Kanye,"Louboutin on the toes again
"
Kanye,"Tight dress dancin' close to him
"
Kanye,"Yeezus just rose again
"
Kanye,"Memories don't live like people do
"
Kanye,"They always 'member you
"
Kanye,"Whether things are good or bad
"
Kanye,"It's just the memories that you have
"
Kanye,"B-B-B-B-Bound to fall in love
"
Kanye,"Bound to fall in love
"
Kanye,"Uh-huh, honey
"
Kanye,"What you doin' in the club on a Thursday?
"
Kanye,"She say she only here for her girl birthday
"
Kanye,"They ordered champagne but still look thirsty
"
Kanye,"Rock Forever 21 but just turned thirty
"
Kanye,"I know I got a bad reputation
"
Kanye,"Walking-round-always-mad reputation
"
Kanye,"Leave-a-pretty-girl-sad reputation
"
Kanye,"Start a Fight Club, Brad reputation
"
Kanye,"I turnt the nightclub out of the basement
"
Kanye,"I'll turn the plane around, your ass keep complainin'
"
Kanye,"How you gon' be mad on vacation?
"
Kanye,"Dutty wining 'round all these Jamaicans
"
Kanye,"Uh, this that prom shit
"
Kanye,"This that what-we-do-don't-tell-your-mom shit
"
Kanye,"This that red-cup-all-on-the-lawn shit
"
Kanye,"Got a fresh cut, straight out the salon, bitch
"
Kanye,"I know you're tired of lovin', of lovin'
"
Kanye,"Close your eyes and let the word paint a thousand pictures
"
Kanye,"One good girl is worth a thousand bitches
"
Kanye,"I wanna fuck you hard on the sink
"
Kanye,"After that, give you somethin' to drink
"
Kanye,"Step back, can't get spunk on the mink
"
Kanye,"I mean damn, what would Jeromey Romey Romey Rome think?
"
Kanye,"Hey, you remember where we first met?
"
Kanye,"Okay, I don't remember where we first met
"
Kanye,"But hey, admittin' is the first step
"
Kanye,"And hey, you know ain't nobody perfect
"
Kanye,"And I know, with the hoes I got the worst rep
"
Kanye,"But hey, their backstroke I'm tryna perfect
"
Kanye,"And hey, ayo, we made it: Thanksgivin'
"
Kanye,"So hey, maybe we can make it to Christmas
"
Kanye,"She asked me what I wished for on my wishlist
"
Kanye,"Have you ever asked your bitch for other bitches?
"
Kanye,"Maybe we could still make it to the church steps
"
Kanye,"But first, you gon' remember how to forget
"
Kanye,"After all these long-ass verses
"
Kanye,"I'm tired, you tired, Jesus wept
"
Kanye,"With nobody to love, nobody, nobody
"
Kanye,"So just grab somebody, no leavin' this party
"
Kanye,"Jerome's in the house, watch your mouth
"
Kanye,"Bound
"
Kanye,"You might think you've peeped the scene
"
Kanye,"You haven't; the real one's far too mean
"
Kanye,"The watered down one, the one you know
"
Kanye,"Was made up centuries ago
"
Kanye,"They made it sound all wack and corny
"
Kanye,"Yes, it's awful—blasted-boring
"
Kanye,"Twisted fictions, sick addiction
"
Kanye,"Well, gather 'round, children; zip it; listen
"
Kanye,"Can we get much higher? So high
"
Kanye,"Oh, oh, oh
"
Kanye,"Oh, oh, oh, oh
"
Kanye,"Yeah, yeah, yeah, yeah
"
Kanye,"I fantasized 'bout this back in Chicago
"
Kanye,"Mercy, mercy me, that Murcielago
"
Kanye,"That's me, the first year that I blow
"
Kanye,"How you say broke in Spanish? Me no hablo
"
Kanye,"Me drown sorrow in that Diablo
"
Kanye,"Me found bravery in my bravado
"
Kanye,"DJs need to listen to the models
"
Kanye,"""You ain't got no fuckin' Yeezy in your Serato?""
"
Kanye,"Stupid, but what the hell do I know?
"
Kanye,"And my chick in that new Phoebe Philo
"
Kanye,"So much head, I woke up to Sleepy Hollow
"
Kanye,"Can we get much higher?
"
Kanye,"Look like a fat booty Celine Dion
"
